,Order Date
3013,19
3014,22
3015,21
3016,11
3017,6
3018,9
3019,9
3020,4
3021,19
3022,22
3023,8
3024,12
3025,21
3026,8
3027,16
3028,23
3029,12
3030,8
3031,19
3032,10
3033,21
3034,21
3035,21
3036,14
3037,0
3038,0
3039,13
3040,12
3041,11
3042,9
3043,19
3044,19
3045,16
3046,20
3047,17
3048,20
3049,18
3050,18
3051,18
3052,17
3053,14
3054,12
3055,11
3056,0
3057,12
3058,19
3059,19
3060,14
3061,10
3062,10
3063,6
3064,20
3065,4
3066,21
3067,22
3069,13
3070,19
3071,19
3072,6
3073,1
3074,21
3075,21
3076,22
3077,20
3079,13
3080,18
3081,18
3082,16
3083,15
3084,23
3085,23
3086,9
3087,20
3088,12
3089,8
3090,23
3091,14
3092,13
3093,23
3094,15
3095,9
3096,1
3097,0
3098,19
3099,17
3100,19
3101,12
3102,9
3103,14
3104,10
3105,8
3106,17
3107,15
3108,20
3109,15
3110,16
3111,22
3112,20
3113,9
3114,18
3115,12
3116,20
3117,23
3118,17
3119,23
3120,23
3121,23
3122,9
3123,13
3124,13
3125,17
3126,17
3127,9
3128,12
3129,13
3130,13
3131,14
3132,20
3133,22
3134,17
3135,16
3136,16
3137,13
3138,9
3139,17
3140,17
3141,18
3142,20
3143,11
3144,22
3145,12
3146,10
3147,15
3148,19
3149,13
3150,18
3151,12
3152,12
3153,17
3154,20
3155,14
3156,23
3157,21
3158,13
3159,22
3160,17
3161,19
3162,18
3163,16
3164,16
3165,21
3166,6
3167,7
3168,14
3169,15
3170,16
3171,20
3172,9
3173,17
3174,7
3175,19
3176,22
3177,16
3178,5
3179,18
3180,10
3181,18
3182,19
3183,14
3184,0
3185,21
3186,12
3187,12
3188,9
3189,13
3190,16
3191,21
3192,19
3193,17
3194,22
3195,15
3196,11
3197,17
3198,13
3199,17
3200,11
3201,6
3202,11
3203,13
3204,19
3205,9
3206,10
3207,12
3208,13
3209,12
3210,11
3211,11
3212,19
3213,11
3214,19
3215,13
3216,9
3217,3
3218,19
3219,14
3220,8
3221,8
3222,21
3223,21
3224,9
3225,15
3226,17
3227,22
3228,17
3229,7
3230,12
3231,13
3232,14
3233,21
3234,20
3235,11
3236,11
3237,2
3238,17
3239,18
3240,21
3241,21
3242,19
3243,14
3244,16
3245,12
3246,19
3247,9
3248,22
3249,11
3250,16
3251,9
3252,19
3253,12
3254,14
3255,15
3256,16
3257,8
3258,17
3259,16
3260,22
3261,21
3262,9
3263,9
3264,9
3265,16
3266,16
3267,13
3268,13
3269,23
3270,11
3271,22
3272,14
3273,22
3274,11
3275,11
3276,21
3277,15
3278,12
3279,4
3280,15
3281,21
3282,21
3283,21
3284,20
3285,22
3286,21
3287,18
3288,8
3289,15
3290,20
3291,18
3292,19
3293,20
3294,11
3295,11
3296,0
3297,21
3298,10
3299,23
3300,13
3301,5
3302,22
3303,21
3304,14
3305,20
3306,18
3307,13
3308,20
3309,21
3310,7
3311,4
3312,11
3313,3
3314,18
3315,19
3316,17
3317,16
3318,18
3319,10
3320,23
3321,21
3322,16
3323,8
3324,8
3325,12
3326,6
3327,6
3328,11
3329,8
3330,18
3331,11
3332,11
3333,14
3334,18
3335,10
3336,18
3337,17
3338,17
3339,15
3340,11
3341,19
3342,11
3343,11
3344,10
3345,15
3346,15
3347,17
3348,9
3349,21
3350,12
3351,19
3352,20
3353,17
3354,12
3355,11
3356,20
3357,19
3358,11
3359,14
3360,18
3361,13
3362,21
3363,23
3364,19
3365,19
3366,19
3367,21
3368,14
3369,3
3370,13
3371,10
3372,22
3373,18
3374,10
3375,11
3376,17
3377,23
3378,18
3379,19
3380,14
3381,18
3382,16
3383,11
3384,11
3385,10
3386,11
3387,17
3388,19
3389,17
3390,22
3391,20
3392,20
3393,15
3394,20
3395,10
3396,21
3397,10
3398,22
3399,17
3400,10
3401,22
3402,15
3403,16
3404,13
3405,14
3406,18
3407,22
3408,19
3409,18
3410,14
3411,20
3412,15
3413,10
3414,13
3415,0
3416,9
3417,8
3418,18
3419,16
3420,13
3421,17
3422,20
3423,11
3424,7
3425,12
3426,20
3427,20
3428,10
3429,21
3430,18
3431,12
3432,19
3433,22
3434,12
3435,11
3436,14
3437,10
3438,18
3439,12
3440,11
3441,18
3442,21
3443,20
3444,11
3445,8
3446,9
3448,21
3449,15
3450,9
3451,21
3452,14
3453,11
3454,17
3455,21
3456,12
3457,10
3458,10
3459,6
3460,17
3461,13
3462,10
3463,21
3464,18
3465,16
3466,7
3467,22
3468,19
3469,21
3470,10
3471,10
3472,20
3473,19
3474,15
3475,8
3476,0
3477,11
3478,22
3479,9
3480,19
3481,19
3482,17
3483,15
3484,19
3485,17
3486,10
3487,9
3488,21
3489,14
3490,14
3491,9
3492,12
3495,15
3496,20
3497,23
3498,12
3499,21
3500,12
3501,19
3502,18
3503,19
3504,17
3505,18
3506,0
3507,14
3508,13
3509,20
3510,14
3511,19
3512,12
3514,10
3515,14
3516,15
3517,22
3518,21
3519,23
3520,1
3521,15
3522,13
3523,22
3524,22
3525,12
3526,18
3527,13
3528,22
3529,18
3530,9
3531,12
3532,19
3533,15
3534,15
3535,14
3536,1
3537,12
3538,18
3539,1
3540,10
3541,21
3542,10
3543,0
3544,14
3545,17
3546,15
3547,15
3548,19
3549,10
3550,12
3551,17
3552,17
3553,7
3554,23
3555,22
3556,19
3557,15
3558,13
3559,17
3560,18
3561,22
3562,19
3563,11
3564,12
3565,14
3566,20
3567,14
3568,0
3569,13
3570,12
3571,19
3572,18
3573,14
3574,19
3575,21
3576,8
3577,14
3578,11
3579,9
3580,9
3581,10
3582,12
3583,17
3584,11
3585,7
3586,11
3587,22
3588,22
3589,20
3590,10
3591,21
3592,17
3593,19
3594,22
3595,0
3596,15
3597,18
3598,13
3599,20
3600,12
3601,4
3602,20
3603,22
3604,10
3605,10
3606,18
3607,21
3608,8
3609,22
3610,19
3611,10
3612,10
3613,17
3614,10
3615,11
3616,13
3617,12
3618,23
3619,7
3620,19
3621,23
3622,8
3623,16
3624,3
3625,22
3626,22
3627,13
3628,20
3629,11
3630,20
3631,19
3632,12
3633,12
3634,11
3635,15
3636,20
3637,15
3638,9
3639,11
3640,9
3641,14
3642,20
3643,16
3644,11
3645,14
3646,17
3648,11
3649,12
3650,10
3651,15
3652,12
3653,19
3654,5
3655,22
3656,15
3657,18
3658,12
3659,2
3660,13
3661,15
3662,18
3663,12
3664,14
3665,21
3666,23
3667,23
3668,9
3669,23
3670,22
3671,15
3673,17
3674,17
3675,7
3676,22
3677,11
3678,8
3679,17
3680,0
3681,16
3682,16
3683,15
3684,13
3685,21
3687,23
3688,0
3689,0
3690,8
3691,11
3692,11
3693,11
3694,14
3695,18
3696,1
3697,8
3698,0
3699,12
3700,10
3701,13
3702,13
3703,11
3704,14
3705,14
3706,13
3707,18
3708,7
3709,23
3710,19
3711,22
3712,19
3713,9
3714,14
3715,9
3716,18
3717,14
3718,11
3719,0
3720,20
3721,20
3722,12
3723,16
3724,19
3725,14
3726,10
3727,18
3728,18
3729,22
3730,9
3731,17
3732,18
3733,20
3734,11
3735,7
3736,22
3737,18
3738,18
3739,9
3740,23
3741,20
3742,10
3743,17
3744,14
3745,15
3746,10
3747,10
3748,14
3749,16
3750,11
3751,0
3752,22
3753,22
3754,17
3755,20
3756,10
3757,17
3758,1
3759,20
3760,11
3761,15
3762,8
3763,22
3764,20
3765,14
3766,19
3767,19
3768,14
3769,15
3770,17
3771,23
3772,17
3773,17
3774,15
3775,23
3776,21
3777,17
3778,17
3779,21
3780,16
3781,13
3782,15
3783,18
3784,18
3785,10
3786,10
3787,9
3788,21
3789,18
3790,20
3791,14
3792,17
3793,14
3794,21
3795,21
3796,13
3797,13
3798,12
3799,10
3800,21
3801,8
3802,15
3803,15
3804,15
3805,12
3806,20
3807,11
3808,16
3809,19
3810,7
3811,0
3812,18
3813,18
3814,12
3815,11
3816,14
3817,20
3818,9
3819,18
3820,18
3821,21
3822,22
3823,15
3824,13
3825,11
3826,23
3827,17
3828,12
3829,14
3830,17
3831,21
3832,17
3834,1
3835,22
3836,13
3837,18
3838,8
3839,12
3840,9
3841,16
3842,7
3843,11
3844,13
3845,13
3846,19
3847,7
3848,23
3849,15
3850,13
3851,10
3852,13
3853,9
3854,13
3855,17
3856,16
3857,19
3858,8
3859,15
3860,0
3861,22
3862,15
3863,1
3864,9
3865,17
3866,5
3867,10
3868,12
3869,10
3870,12
3871,12
3872,22
3873,11
3874,16
3875,18
3876,19
3877,22
3878,20
3879,19
3880,20
3881,16
3882,8
3883,9
3884,23
3885,23
3886,23
3887,23
3888,14
3889,17
3890,17
3891,22
3892,13
3893,12
3894,3
3895,17
3896,16
3897,15
3898,14
3899,9
3900,16
3901,11
3902,14
3903,9
3904,20
3905,11
3906,5
3907,0
3908,18
3909,14
3910,6
3911,21
3912,22
3913,10
3914,11
3915,10
3916,19
3917,9
3918,12
3919,19
3920,21
3921,20
3922,9
3923,9
3924,17
3925,10
3926,13
3927,16
3928,12
3929,16
3930,5
3931,21
3932,21
3933,6
3934,6
3935,0
3936,13
3937,13
3938,12
3939,21
3940,1
3941,23
3942,0
3943,21
3944,12
3945,18
3946,14
3947,11
3948,18
3949,21
3950,12
3951,22
3952,9
3953,16
3954,10
3955,14
3956,21
3957,16
3958,18
3959,20
3960,18
3961,18
3962,13
3963,9
3964,18
3965,16
3966,13
3967,19
3968,17
3969,21
3970,10
3971,17
3972,22
3973,18
3974,14
3975,10
3976,19
3977,19
3978,6
3979,17
3980,10
3981,10
3982,15
3983,12
3984,16
3985,13
3986,3
3987,12
3988,22
3989,23
3990,13
3991,22
3992,20
3993,20
3994,7
3995,11
3996,9
3997,9
3998,12
3999,12
4000,16
4001,15
4002,11
4003,7
4004,12
4005,16
4006,0
4007,5
4008,12
4009,20
4010,14
4011,12
4012,2
4013,14
4014,13
4015,17
4016,13
4017,19
4018,17
4019,7
4020,15
4021,16
4022,9
4023,22
4024,12
4025,18
4026,21
4027,15
4028,14
4029,18
4030,18
4031,18
4032,9
4033,21
4034,17
4035,17
4036,22
4037,15
4038,19
4039,0
4040,13
4041,20
4042,19
4043,19
4044,23
4045,9
4046,1
4047,18
4048,13
4049,23
4050,20
4051,1
4052,18
4053,12
4054,17
4055,11
4056,17
4057,14
4058,16
4059,4
4060,5
4061,17
4062,14
4063,21
4064,13
4065,5
4066,23
4067,20
4068,13
4069,14
4070,13
4071,4
4072,13
4073,21
4074,21
4075,17
4076,20
4077,21
4078,17
4079,18
4080,6
4081,11
4082,19
4083,15
4084,15
4085,19
4086,19
4087,12
4088,11
4089,4
4090,6
4091,0
4092,20
4093,19
4094,15
4095,18
4096,19
4097,17
4098,19
4099,19
4100,16
4101,16
4102,18
4103,21
4104,19
4105,19
4106,11
4107,13
4108,21
4109,19
4110,20
4111,16
4112,17
4113,22
4114,19
4115,19
4116,12
4117,22
4118,11
4119,16
4120,8
4121,13
4122,21
4123,22
4124,18
4125,15
4126,13
4127,19
4128,17
4129,21
4130,19
4131,18
4132,7
4133,21
4134,18
4135,16
4136,20
4137,10
4138,10
4139,10
4140,10
4141,12
4142,14
4143,8
4144,0
4145,11
4146,12
4147,8
4148,13
4149,23
4150,19
4151,22
4152,20
4153,19
4154,22
4155,17
4156,7
4157,16
4158,22
4159,21
4160,21
4161,20
4162,16
4163,17
4164,13
4165,11
4166,8
4167,23
4168,21
4169,14
4170,14
4171,1
4172,21
4173,19
4174,19
4175,19
4176,13
4178,9
4179,12
4180,12
4181,22
4182,11
4183,21
4184,13
4185,10
4186,19
4187,16
4188,11
4189,10
4190,15
4191,15
4192,18
4193,19
4194,17
4195,17
4196,16
4197,13
4198,14
4199,15
4200,10
4201,16
4202,11
4203,11
4204,13
4205,21
4206,18
4207,22
4208,14
4209,13
4210,17
4211,17
4212,17
4213,21
4214,10
4215,9
4216,0
4217,10
4218,16
4219,21
4220,13
4221,19
4222,14
4223,18
4224,9
4225,20
4226,19
4227,14
4228,19
4229,20
4230,21
4231,16
4232,22
4233,10
4234,16
4235,15
4236,21
4237,10
4238,10
4239,20
4240,12
4241,7
4242,10
4243,11
4244,15
4245,20
4246,22
4247,20
4248,13
4249,19
4250,20
4251,12
4252,12
4253,15
4254,22
4255,18
4256,11
4257,17
4258,17
4259,4
4260,20
4261,20
4262,8
4263,21
4264,18
4265,9
4266,19
4267,17
4268,13
4269,22
4270,19
4271,12
4272,19
4273,11
4274,9
4275,12
4276,14
4277,18
4278,8
4279,15
4280,17
4281,18
4282,18
4283,19
4284,23
4285,23
4286,10
4287,18
4288,14
4289,10
4290,16
4291,16
4292,15
4293,16
4294,18
4295,15
4296,16
4297,22
4298,7
4299,11
4300,22
4301,12
4302,8
4303,18
4304,11
4305,0
4306,15
4307,15
4308,15
4309,8
4310,8
4311,20
4312,7
4313,18
4314,13
4315,20
4316,20
4317,15
4318,13
4319,10
4320,13
4321,9
4322,12
4323,11
4324,11
4325,12
4326,11
4327,13
4328,22
4329,15
4330,17
4331,8
4332,23
4333,10
4334,19
4335,14
4336,1
4337,16
4338,17
4339,18
4340,14
4341,15
4342,19
4343,11
4344,23
4345,22
4346,10
4347,22
4348,7
4349,19
4350,14
4351,14
4352,16
4353,15
4354,16
4355,9
4356,20
4357,7
4358,11
4359,12
4360,16
4361,10
4362,16
4363,12
4364,18
4365,21
4366,13
4367,18
4368,13
4369,12
4370,14
4371,21
4372,9
4373,9
4374,20
4375,12
4376,9
4377,16
4378,18
4379,11
4380,18
4381,10
4382,22
4383,22
4384,15
4385,1
4386,7
4387,17
4388,17
4389,23
4390,0
4391,14
4392,17
4393,20
4394,11
4395,11
4396,0
4397,19
4398,11
4399,14
4400,12
4401,16
4402,20
4403,20
4404,22
4405,19
4406,22
4407,16
4408,11
4409,1
4410,1
4411,7
4412,22
4413,20
4414,16
4415,17
4416,16
4417,7
4418,14
4419,19
4420,20
4421,22
4422,15
4423,18
4424,17
4425,14
4426,9
4427,10
4428,12
4429,13
4430,8
4431,10
4432,13
4433,7
4434,10
4435,17
4436,11
4437,7
4438,15
4439,19
4440,22
4441,22
4442,16
4443,19
4444,9
4445,15
4446,9
4447,11
4448,18
4449,11
4450,2
4451,8
4452,9
4453,12
4454,3
4455,22
4456,9
4457,18
4458,14
4459,18
4460,14
4461,19
4462,19
4463,15
4464,10
4465,15
4466,17
4467,9
4468,1
4469,14
4470,16
4471,11
4472,13
4473,20
4474,13
4475,5
4476,16
4477,16
4478,19
4479,14
4480,22
4481,19
4482,0
4483,15
4484,20
4485,21
4486,9
4487,19
4488,10
4489,13
4490,19
4491,23
4492,12
4493,12
4495,11
4496,18
4497,11
4498,22
4499,9
4500,12
4501,23
4502,19
4503,20
4504,13
4505,10
4506,20
4507,20
4508,13
4509,12
4510,16
4511,10
4512,21
4513,14
4514,11
4515,18
4516,18
4517,19
4518,18
4519,22
4520,3
4521,20
4522,16
4523,5
4524,15
4525,15
4526,15
4527,12
4528,12
4529,14
4530,14
4531,21
4532,4
4533,13
4534,11
4535,17
4536,15
4537,9
4538,13
4539,10
4540,20
4541,21
4542,18
4543,11
4544,13
4545,4
4546,23
4547,15
4548,17
4549,9
4550,14
4551,19
4552,7
4553,19
4554,17
4555,11
4556,11
4557,12
4558,23
4559,17
4560,18
4561,8
4562,20
4563,22
4564,12
4565,15
4566,10
4567,11
4568,14
4569,9
4570,14
4571,22
4572,7
4573,23
4574,12
4575,21
4576,15
4577,11
4578,16
4579,15
4580,15
4581,19
4582,18
4583,15
4584,11
4585,0
4586,13
4587,15
4588,12
4589,21
4590,14
4591,14
4592,12
4593,20
4594,12
4595,18
4596,15
4597,10
4598,15
4599,7
4600,18
4601,22
4602,14
4603,19
4604,20
4605,17
4606,19
4607,19
4608,9
4609,19
4610,15
4612,16
4613,21
4614,13
4615,22
4616,17
4617,14
4618,18
4619,16
4620,22
4621,11
4622,16
4623,11
4624,23
4625,17
4626,20
4627,12
4628,15
4629,0
4630,19
4631,19
4632,16
4633,22
4634,19
4635,22
4636,10
4637,19
4638,18
4639,17
4640,11
4641,13
4642,16
4643,9
4644,8
4645,10
4646,13
4647,21
4648,16
4649,12
4650,10
4651,11
4652,10
4653,8
4654,12
4655,13
4656,21
4657,8
4658,19
4659,13
4660,17
4661,21
4662,21
4663,17
4664,22
4665,3
4666,13
4667,9
4668,14
4669,19
4670,20
4671,19
4672,21
4673,23
4674,12
4675,11
4676,11
4677,20
4678,19
4679,4
4680,0
4681,12
4682,12
4683,10
4684,9
4685,5
4686,15
4687,22
4688,18
4689,20
4690,20
4691,20
4692,7
4693,7
4694,7
4695,20
4696,20
4697,9
4698,21
4699,19
4700,20
4701,20
4702,8
4703,9
4704,11
4705,18
4706,15
4707,8
4708,20
4709,8
4710,10
4711,15
4712,17
4713,19
4714,17
4715,21
4716,18
4717,9
4718,10
4719,16
4720,15
4721,12
4722,18
4723,18
4724,11
4725,21
4726,17
4727,17
4728,21
4729,13
4730,22
4731,8
4732,11
4733,13
4734,14
4735,9
4736,16
4737,6
4738,13
4739,15
4740,22
4741,11
4742,14
4743,11
4744,20
4745,9
4746,12
4747,12
4748,12
4749,6
4750,20
4751,18
4752,3
4753,21
4754,17
4755,0
4757,10
4758,21
4759,20
4760,14
4761,20
4762,19
4763,9
4764,14
4765,15
4766,18
4767,4
4768,19
4769,20
4770,10
4771,7
4772,13
4773,5
4774,10
4775,19
4776,23
4777,12
4778,15
4779,0
4780,21
4781,13
4782,11
4783,9
4784,21
4785,8
4786,19
4787,14
4788,17
4789,12
4790,18
4791,12
4792,19
4793,16
4794,20
4795,12
4796,20
4797,11
4798,13
4799,0
4800,17
4801,18
4802,14
4803,12
4804,18
4805,21
4806,14
4807,17
4808,2
4809,13
4810,10
4811,11
4812,20
4813,19
4814,12
4815,9
4816,15
4817,0
4818,0
4819,2
4820,21
4821,0
4822,13
4823,22
4824,22
4825,9
4826,12
4827,9
4828,23
4829,12
4830,16
4831,17
4832,13
4833,13
4834,12
4835,11
4836,13
4837,16
4838,16
4839,23
4840,7
4841,7
4842,20
4843,21
4844,21
4845,19
4846,11
4847,23
4848,13
4849,0
4850,11
4851,23
4852,1
4853,15
4854,14
4855,11
4856,11
4857,16
4858,11
4859,20
4860,11
4861,19
4862,23
4863,8
4864,17
4865,9
4866,9
4867,21
4868,18
4869,18
4870,22
4871,16
4872,10
4873,11
4874,21
4875,13
4876,14
4877,11
4878,19
4879,20
4880,20
4881,20
4882,13
4883,11
4884,14
4885,16
4886,15
4887,13
4888,13
4889,1
4890,8
4891,13
4892,22
4893,22
4894,10
4895,22
4896,11
4897,15
4898,12
4899,23
4900,7
4901,16
4902,8
4903,15
4904,8
4905,16
4906,1
4907,19
4908,23
4909,0
4910,13
4911,18
4912,20
4913,15
4914,22
4915,12
4916,7
4917,19
4918,21
4919,20
4920,15
4921,15
4922,17
4923,17
4924,12
4925,16
4926,19
4927,23
4928,19
4929,13
4930,11
4931,10
4932,7
4933,20
4934,12
4935,18
4936,19
4937,14
4938,14
4939,21
4940,16
4941,15
4942,18
4943,11
4944,22
4945,15
4946,15
4947,21
4948,22
4949,15
4950,19
4951,19
4952,17
4953,12
4954,20
4955,10
4956,8
4957,11
4958,16
4959,13
4960,20
4961,19
4962,10
4963,0
4964,23
4965,23
4966,11
4967,10
4968,14
4969,14
4970,14
4971,21
4972,16
4973,8
4974,12
4975,12
4976,21
4977,13
4978,10
4979,10
4980,12
4981,14
4982,19
4983,23
4984,10
4985,18
4986,12
4987,20
4988,21
4989,10
4990,11
4991,13
4992,21
4993,19
4994,7
4995,14
4996,23
4997,11
4998,13
5000,10
5001,12
5002,12
5003,16
5004,13
5005,17
5006,11
5007,20
5008,7
5009,12
5010,9
5011,6
5012,23
5013,14
5014,19
5015,16
5016,21
5017,21
5018,17
5019,14
5020,22
5021,19
5022,8
5023,19
5024,6
5025,0
5026,19
5027,22
5028,22
5029,15
5030,20
5031,15
5032,17
5033,11
5034,10
5035,17
5036,8
5037,19
5038,19
5039,21
5040,0
5041,23
5042,16
5043,0
5044,9
5045,20
5046,9
5047,13
5048,9
5049,12
5050,14
5051,12
5052,15
5053,21
5054,19
5055,18
5056,12
5057,21
5058,18
5059,7
5060,12
5061,22
5062,0
5063,7
5064,21
5065,21
5066,21
5067,13
5068,13
5069,7
5071,18
5072,12
5073,17
5074,18
5075,21
5076,18
5077,13
5078,20
5079,20
5080,20
5081,20
5082,7
5083,18
5084,15
5085,10
5086,18
5087,18
5088,17
5089,17
5090,16
5091,0
5092,23
5093,19
5094,9
5095,12
5096,11
5097,0
5098,16
5099,12
5100,12
5101,15
5102,14
5103,8
5104,21
5105,21
5106,20
5107,16
5108,14
5109,21
5110,22
5111,18
5112,16
5113,6
5114,15
5115,10
5116,7
5117,18
5118,14
5119,13
5120,19
5121,7
5122,14
5123,9
5124,13
5125,9
5126,9
5127,23
5128,7
5129,13
5130,7
5131,7
5132,12
5133,16
5134,15
5135,22
5136,18
5137,14
5138,22
5139,22
5140,17
5141,7
5142,18
5143,11
5144,16
5145,13
5146,23
5147,23
5148,15
5149,10
5150,12
5151,15
5152,14
5153,19
5154,14
5155,16
5156,18
5157,10
5159,17
5160,10
5161,6
5162,20
5163,20
5164,20
5166,14
5167,21
5168,20
5169,0
5170,11
5171,11
5172,14
5173,15
5174,10
5175,13
5176,13
5177,19
5178,5
5179,22
5180,9
5181,11
5182,18
5183,20
5184,8
5185,9
5186,19
5187,20
5188,17
5189,20
5190,6
5191,10
5192,14
5193,7
5194,15
5195,7
5196,9
5197,17
5198,20
5199,11
5200,20
5201,18
5202,19
5203,14
5204,14
5205,19
5206,18
5207,19
5208,14
5209,10
5210,21
5211,12
5212,21
5213,1
5214,1
5215,16
5216,16
5217,9
5218,9
5219,8
5220,11
5221,11
5222,7
5223,9
5224,10
5225,17
5226,20
5227,20
5228,17
5229,17
5230,21
5231,11
5232,2
5233,20
5234,21
5235,19
5236,11
5237,23
5238,19
5239,15
5240,9
5241,22
5242,15
5243,8
5244,14
5245,0
5246,11
5247,12
5248,0
5249,17
5250,10
5251,15
5252,13
5253,12
5254,19
5255,7
5256,13
5257,11
5258,14
5259,15
5260,11
5261,15
5262,11
5263,17
5264,16
5265,12
5266,20
5267,20
5268,21
5269,20
5270,19
5271,13
5272,19
5273,15
5274,19
5275,15
5276,0
5277,7
5278,11
5279,19
5280,12
5281,8
5282,20
5283,9
5284,19
5285,21
5286,11
5287,9
5288,13
5289,12
5290,17
5291,20
5292,12
5293,5
5294,9
5295,18
5296,2
5297,19
5298,19
5299,6
5300,18
5301,9
5302,17
5303,18
5304,12
5305,15
5306,1
5307,11
5308,16
5309,19
5310,19
5311,19
5312,8
5313,11
5314,11
5315,14
5316,13
5317,3
5318,18
5319,15
5320,11
5321,14
5322,14
5323,10
5324,7
5325,6
5326,18
5327,22
5328,15
5329,13
5330,19
5331,22
5332,11
5333,13
5334,13
5335,16
5336,19
5337,20
5338,12
5339,7
5340,7
5341,7
5342,16
5343,16
5344,0
5345,19
5346,19
5347,16
5348,16
5349,12
5350,14
5351,14
5352,17
5353,14
5354,18
5355,22
5356,9
5357,4
5358,11
5359,23
5360,18
5361,9
5362,20
5363,20
5364,18
5365,19
5366,8
5367,12
5368,12
5369,11
5370,19
5371,14
5372,5
5373,18
5374,13
5375,12
5376,0
5377,0
5378,18
5379,13
5380,19
5381,11
5382,22
5383,7
5384,20
5385,18
5386,11
5387,13
5388,14
5389,14
5390,10
5391,21
5392,14
5393,17
5394,20
5395,22
5396,20
5397,11
5398,15
5399,5
5400,13
5401,15
5402,11
5403,17
5404,15
5405,21
5406,11
5407,23
5408,15
5409,20
5410,21
5411,13
5412,12
5413,22
5414,13
5415,11
5416,22
5417,22
5418,11
5419,16
5420,15
5421,17
5422,20
5423,19
5424,18
5425,21
5426,7
5427,15
5428,11
5429,17
5430,14
5431,11
5432,21
5433,10
5434,21
5435,9
5436,13
5437,19
5438,15
5439,17
5440,18
5441,12
5442,10
5443,1
5444,3
5445,12
5446,18
5447,19
5448,14
5449,11
5450,7
5451,21
5452,18
5453,12
5454,12
5455,19
5456,13
5457,18
5458,12
5459,14
5460,17
5461,18
5462,8
5463,1
5464,11
5465,21
5466,0
5467,0
5468,22
5469,16
5470,11
5471,20
5472,15
5473,8
5474,18
5475,13
5476,12
5477,17
5478,19
5479,12
5480,11
5481,11
5482,12
5483,1
5484,11
5485,17
5486,14
5487,9
5488,7
5489,20
5490,8
5491,10
5492,16
5493,21
5494,13
5495,13
5496,13
5497,22
5498,9
5499,21
5500,19
5501,9
5502,14
5503,18
5504,21
5505,23
5506,16
5507,21
5508,21
5509,17
5510,16
5511,23
5512,11
5513,10
5514,16
5515,18
5516,18
5517,22
5518,16
5519,11
5520,16
5521,17
5522,12
5523,9
5524,15
5525,10
5526,19
5527,15
5528,20
5529,6
5530,13
5531,13
5532,10
5533,8
5534,13
5535,7
5536,20
5537,13
5538,16
5539,14
5540,17
5541,21
5542,0
5543,15
5544,20
5545,14
5546,10
5547,22
5548,12
5549,19
5550,23
5551,0
5552,15
5553,20
5554,16
5555,19
5556,15
5557,20
5558,17
5559,8
5560,11
5561,23
5562,14
5563,13
5564,18
5565,13
5566,8
5567,11
5568,15
5569,23
5570,23
5571,11
5572,13
5573,19
5574,22
5575,14
5576,13
5577,7
5578,8
5579,16
5580,15
5581,16
5582,11
5583,17
5584,21
5585,17
5586,15
5587,8
5588,19
5589,18
5590,21
5591,14
5592,19
5593,15
5594,20
5595,10
5596,9
5597,15
5598,19
5599,15
5600,14
5601,8
5602,20
5603,19
5604,18
5605,21
5606,10
5607,7
5608,7
5609,14
5610,19
5611,8
5612,16
5613,6
5614,20
5615,12
5616,14
5617,9
5618,10
5619,17
5620,17
5621,18
5622,14
5623,23
5624,17
5625,4
5626,11
5627,21
5628,22
5629,16
5630,18
5631,13
5632,9
5633,16
5634,16
5635,0
5636,16
5637,16
5638,19
5639,17
5640,18
5641,22
5642,12
5643,0
5644,22
5645,9
5646,8
5647,20
5648,18
5649,21
5650,17
5651,15
5652,16
5653,16
5654,18
5655,20
5656,8
5658,19
5659,10
5660,20
5661,19
5662,12
5663,20
5664,8
5665,20
5666,8
5667,10
5668,14
5669,23
5670,10
5671,15
5672,9
5673,14
5674,8
5675,16
5676,23
5677,11
5678,10
5679,21
5680,16
5681,8
5682,19
5683,12
5684,18
5685,16
5686,13
5687,11
5688,3
5689,15
5690,20
5691,22
5692,12
5693,17
5694,17
5695,11
5696,21
5697,9
5698,11
5699,18
5700,21
5701,9
5702,15
5703,20
5704,18
5705,22
5706,19
5707,19
5708,19
5709,20
5710,20
5711,13
5712,14
5713,23
5714,21
5715,4
5716,19
5717,10
5718,13
5719,13
5720,10
5721,19
5722,6
5723,14
5724,12
5725,17
5726,13
5727,7
5728,13
5729,9
5730,2
5731,8
5732,11
5733,11
5734,8
5735,10
5736,12
5737,14
5738,11
5739,8
5740,17
5741,21
5742,20
5743,13
5744,1
5745,12
5746,15
5747,19
5748,10
5749,11
5750,18
5751,12
5752,9
5753,17
5754,8
5755,12
5756,16
5757,0
5758,19
5759,22
5760,19
5761,16
5762,11
5763,0
5764,20
5765,23
5766,13
5767,13
5768,15
5769,22
5770,10
5771,14
5772,21
5773,21
5774,9
5775,20
5776,20
5777,20
5778,14
5779,20
5780,22
5781,17
5782,23
5783,20
5784,14
5785,6
5786,14
5787,13
5788,19
5789,13
5790,13
5791,18
5792,9
5793,18
5794,16
5795,15
5796,20
5797,16
5798,12
5799,17
5800,22
5801,22
5802,22
5803,9
5804,18
5805,14
5806,14
5807,20
5808,9
5809,18
5810,18
5811,21
5812,15
5813,15
5814,10
5815,11
5816,8
5817,13
5818,7
5819,11
5820,12
5821,15
5822,18
5823,11
5824,9
5825,14
5826,14
5827,14
5828,0
5829,8
